RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5498,15710421,Baresi,774,Spain,Female,36,8,1171523,1,0,0,10182839,0
5499,15726774,Field,563,France,Male,35,3,10625072,1,0,0,3954632,0
5500,15649078,Christian,850,Germany,Female,27,8,11183778,2,1,1,11080579,0
5501,15641877,Ross,681,France,Male,47,9,9702321,1,1,1,216813,0
5502,15796496,Trevisani,631,France,Female,31,8,13768772,1,1,0,19006712,0
5503,15815690,Akabueze,614,Spain,Female,40,3,1133485,1,1,1,7778901,0
5504,15631739,Dunn,704,Spain,Male,24,10,12210978,1,1,1,12765437,0
5505,15625584,Martin,786,France,Male,32,2,1204524,2,0,0,7960286,0
5506,15802466,Donaldson,534,France,Female,53,7,0,2,1,1,8061917,0
5507,15697028,McClinton,590,Spain,Male,34,0,6581235,2,0,1,1603463,0
5508,15575759,Bentley,583,Spain,Female,40,3,5442837,1,1,0,10963878,1
5509,15567442,Ibezimako,656,France,Female,75,3,0,2,1,1,127687,0
5510,15746805,Thomson,597,France,Male,33,9,0,2,1,0,4937482,0
5511,15636330,Ch'in,588,Germany,Female,48,1,14327958,2,1,0,315808,1
5512,15714970,Holbrook,667,Germany,Male,32,0,10384665,1,1,0,2056069,0
5513,15653784,Solomina,627,France,Male,37,2,12519086,1,0,1,8458469,0
5514,15693543,McDonald,708,France,Female,33,8,0,2,0,1,1524683,0
5515,15773283,Dennis,641,France,Male,65,6,3834002,1,1,0,3260777,1
5516,15742534,Faulk,527,Germany,Female,28,2,12380298,2,1,1,15584669,0
5517,15569878,Dale,592,France,Male,37,3,9665103,1,1,1,323282,0
5518,15729454,Gorbunov,465,France,Male,33,8,0,2,1,0,17766855,0
5519,15578375,Farrell,628,France,Male,39,6,0,2,0,0,1344416,0
5520,15785559,De Luca,678,France,Male,43,1,13323721,1,1,0,11103279,1
5521,15649414,Walker,570,France,Female,61,6,14210535,1,1,1,4521404,0
5522,15701605,Forster,815,France,Male,37,1,16611542,1,1,0,672083,0
5523,15686696,Brown,817,France,Female,37,6,8107034,2,1,0,8098588,0
5524,15625586,Monaldo,717,France,Male,35,4,0,1,1,1,16757306,0
5525,15654975,Wu,641,France,Female,53,0,12383552,2,0,1,16011065,0
5526,15782993,Pan,624,France,Male,51,10,12340143,2,1,1,12782525,0
5527,15774382,Longo,579,Germany,Male,49,4,16937731,1,1,1,12353505,0
5528,15689602,Findlay,698,France,Male,38,2,13001524,1,1,1,415953,0
5529,15756155,Fu,645,France,Male,32,4,0,2,0,1,9762808,0
5530,15812647,Yin,691,France,Male,34,8,13393604,2,1,0,9135979,0
5531,15736043,Hamilton,638,France,Male,34,6,11454327,1,1,1,9775529,0
5532,15696744,Miller,705,France,Female,31,3,11979467,1,0,0,18252844,0
5533,15602572,Hsing,720,France,Male,33,9,0,2,1,1,14295648,0
5534,15674765,Mitchell,553,Spain,Male,44,4,0,1,1,0,107893,0
5535,15678725,Chamberlin,658,France,Female,29,8,0,2,0,1,13046109,0
5536,15694444,Buttenshaw,648,Germany,Female,32,8,15713899,3,1,0,19099448,1
5537,15795878,Anayochukwu,636,Spain,Male,45,3,0,2,1,1,1594638,0
5538,15735346,Wallace,527,Germany,Female,41,10,13673324,1,1,1,5758929,0
5539,15687094,Calabresi,717,Germany,Female,28,9,8249814,2,0,0,4043767,0
5540,15790067,Sun,614,Spain,Male,39,3,15191493,1,0,0,5645945,0
5541,15605742,Tuan,737,France,Male,43,0,8009093,1,1,0,39920,1
5542,15566740,Nazarova,587,Spain,Male,51,3,8373932,1,0,1,14879845,0
5543,15664897,Bryant,682,France,Female,35,2,18116644,1,1,1,6373719,1
5544,15585777,Pai,710,France,Male,38,3,13058882,1,1,1,15499764,0
5545,15650864,Power,507,France,Male,42,6,0,2,1,0,3477723,0
5546,15806709,Hao,609,Germany,Male,33,6,9412667,1,0,0,9371816,0
5547,15633818,McMillan,786,France,Male,32,9,0,2,1,0,13311241,0
5548,15713845,Merrett,688,France,Male,38,7,14804568,1,1,0,17547992,1
5549,15639662,Phillips,710,France,Male,38,2,0,2,1,0,9627,0
5550,15567013,De Luca,779,Spain,Male,33,3,0,2,1,0,3080468,0
5551,15777784,Tu,733,France,Female,44,6,16816584,1,0,1,19719349,0
5552,15800251,Elder,583,Germany,Female,26,10,7283556,2,1,0,9679215,0
5553,15651315,Dilke,627,France,Male,41,3,0,2,1,0,1327198,0
5554,15651450,Panicucci,666,Germany,Male,31,3,12321208,2,1,1,11215731,0
5555,15784218,Mason,620,Spain,Male,38,0,0,2,1,1,3801534,0
5556,15572398,Townsend,614,Spain,Female,39,6,0,2,1,1,16401898,0
5557,15707962,Gunson,606,France,Male,40,6,11950188,2,1,0,4677494,0
5558,15705663,Milano,700,Germany,Female,39,5,14455083,2,1,1,18966443,0
5559,15645355,Macleod,677,Germany,Male,34,3,12672941,1,1,1,2610639,1
5560,15729557,Olisaemeka,850,Germany,Male,36,5,11998407,1,1,0,19153511,1
5561,15631436,Gleeson,564,France,Male,35,4,0,1,1,0,15893755,0
5562,15583073,Martin,771,Spain,Female,56,2,0,1,1,1,252226,1
5563,15614361,Liao,620,Spain,Male,42,9,12149005,1,1,1,2929674,0
5564,15724684,Sung,610,Spain,Male,46,5,918978,1,1,0,5439428,0
5565,15700083,Lai,609,Spain,Male,39,2,13944375,2,1,0,923406,0
5566,15636541,Cartwright,683,Germany,Male,35,5,14496197,1,0,1,2679673,0
5567,15796015,Wu,633,Germany,Male,42,3,12604102,1,0,1,1179689,0
5568,15787222,Ch'in,676,Germany,Male,28,1,6945905,2,1,1,12846129,0
5569,15594270,Biryukov,693,France,Male,38,7,19833877,2,1,1,1427818,0
5570,15701524,Ting,709,France,Male,36,0,0,2,1,0,4681177,0
5571,15645847,P'eng,569,Germany,Male,35,2,10919666,3,1,0,10939319,1
5572,15708867,Niu,684,Spain,Female,38,3,1341685,3,1,0,39665,1
5573,15613140,Mellor,565,France,Male,34,6,0,1,1,1,6317364,0
5574,15628893,Power,681,France,Male,29,8,0,1,1,0,6636733,0
5575,15764073,Arcuri,503,Spain,Female,36,9,0,2,1,1,1627467,0
5576,15782879,Lang,656,France,Male,40,2,0,2,1,1,18055348,0
5577,15635964,Eve,566,Germany,Male,65,4,12010041,1,1,0,10756316,1
5578,15726087,Ch'in,592,France,Female,62,5,0,1,1,1,10094157,0
5579,15726313,Napolitani,687,Spain,Female,50,5,0,2,1,0,1102304,0
5580,15578073,Barker,686,Spain,Male,22,8,0,2,0,0,14233185,0
5581,15786249,Whitfield,616,Spain,Male,30,2,0,2,1,0,19909951,0
5582,15812850,Stradford,494,Spain,Male,67,5,0,2,1,1,8589016,0
5583,15596972,Brownlow,534,France,Male,38,3,0,1,0,0,14393827,0
5584,15620579,Dunn,695,Spain,Female,31,8,0,2,0,1,13164441,0
5585,15768270,DeRose,579,Spain,Female,31,9,0,2,1,0,11239598,0
5586,15656597,Wang,432,Germany,Male,38,2,1355598,2,1,1,718563,0
5587,15699446,Hobbs,816,Germany,Female,25,2,15035535,2,1,1,3577084,0
5588,15615004,Anderson,730,France,Female,37,1,0,2,1,1,12436463,0
5589,15704771,Ugochukwu,593,France,Female,35,6,13348912,2,1,1,7810129,0
5590,15588372,Kirsova,715,Germany,Female,37,9,10548931,1,0,0,14309649,1
5591,15681439,Tsou,775,Germany,Male,25,10,602052,2,1,0,1407311,0
5592,15607509,Ozerova,539,France,Male,38,5,0,2,1,0,4738841,0
5593,15670343,Li,576,Spain,Male,19,6,0,2,0,0,7230607,0
5594,15597968,Fyans,617,Spain,Male,50,7,0,1,1,0,1848397,1
5595,15658432,Freeman,688,France,Male,40,6,0,1,1,1,4788644,0
5596,15616431,Chiu,608,France,Male,33,4,0,1,0,1,13047403,0
5597,15796957,Iadanza,597,Spain,Male,35,9,0,3,0,1,7318139,1
5598,15815552,Ferguson,670,France,Female,42,6,11233363,1,1,1,6570686,0
5599,15631871,Kelly,616,Germany,Female,57,7,11693681,1,1,1,10437936,0
5600,15635870,She,579,Germany,Female,50,5,11772102,1,0,1,19214663,1
5601,15596713,Christie,786,France,Male,37,7,16589622,2,1,1,6697768,0
5602,15684211,Creel,704,Spain,Female,44,9,15365685,1,1,0,15874281,0
5603,15760521,Thompson,796,France,Female,50,1,94164,1,1,1,18941474,0
5604,15608408,Lazareva,598,Spain,Male,39,1,0,2,1,0,15913032,0
5605,15804721,Boni,602,France,Male,49,0,19180873,1,0,0,976402,0
5606,15730272,Evseev,619,France,Male,58,5,15219933,1,1,1,8602209,0
5607,15741988,Marino,492,Germany,Female,52,8,12539624,1,1,0,1001472,1
5608,15771728,Mackenzie,641,Germany,Male,41,7,10440554,3,1,0,1738421,0
5609,15605113,Sutherland,518,France,Female,27,1,13380149,1,1,1,14331557,0
5610,15661945,Nicolay,623,Spain,Female,40,4,0,3,1,0,3166918,0
5611,15783816,Lori,733,France,Female,28,5,0,2,0,0,1276116,0
5612,15721207,Piazza,625,Germany,Male,42,6,10004733,1,1,0,9342995,0
5613,15764072,Somerville,759,France,Female,31,1,1098486,1,1,1,4201255,0
5614,15689412,Christie,604,France,Female,32,7,12784938,1,1,0,157987,0
5615,15798385,Grave,512,Spain,Female,46,3,0,2,1,1,5640814,0
5616,15775339,Lori,520,France,Female,29,8,9594776,1,1,0,469644,0
5617,15585256,Iloerika,805,Spain,Male,26,2,0,2,1,1,250421,0
5618,15797329,Muir,626,France,Male,43,4,13763869,1,1,0,13044208,1
5619,15780220,Pauley,656,France,Male,38,10,0,1,1,1,13652182,0
5620,15648951,Kao,785,Spain,Male,41,7,0,2,1,1,19910888,0
5621,15752409,Grant,553,France,Male,31,6,0,2,0,0,12459663,0
5622,15807524,Chukwuma,569,France,Female,44,4,0,2,0,0,13439478,0
5623,15766649,Vincent,670,France,Male,38,10,8941699,1,0,0,14427539,0
5624,15696812,Lazareva,586,Spain,Male,42,6,0,2,1,1,12341023,0
5625,15581295,Ch'ien,617,Spain,Female,45,1,0,1,1,0,14329806,0
5626,15663234,Bishop,508,France,Female,60,7,14326204,1,1,1,12956274,0
5627,15741417,Chibuzo,624,Spain,Female,35,7,11965645,2,1,1,459505,0
5628,15695174,Chang,654,France,Male,29,4,13295464,1,1,1,14671507,0
5629,15665168,Calabrese,681,Germany,Female,44,3,1052067,2,1,1,16355836,0
5630,15601503,Tokaryev,578,Spain,Male,28,4,0,2,0,0,694709,0
5631,15706131,Logan,621,Spain,Female,37,9,8306126,2,1,0,917054,0
5632,15782758,Ozerova,632,France,Male,40,5,14765068,1,1,1,19967483,0
5633,15591091,Goering,644,France,Male,44,5,7334856,1,1,0,15716679,1
5634,15715877,Lo,821,France,Male,28,2,0,2,1,0,4607252,0
5635,15756918,Simmons,754,France,Female,38,2,0,2,0,0,352469,0
5636,15746662,Maduabuchim,568,Spain,Female,27,1,11632068,1,0,1,4556394,0
5637,15626679,Linger,584,France,Male,33,3,0,2,0,1,5910313,0
5638,15793343,Yeh,549,France,Female,29,8,0,2,1,1,18955844,0
5639,15576774,Stevenson,729,France,Female,38,7,0,2,0,0,457799,0
5640,15801316,Ifeatu,523,France,Male,61,8,6625071,1,1,1,2185906,0
5641,15800514,Kenechukwu,477,Germany,Female,24,2,9567562,2,0,0,1626997,1
5642,15662232,Learmonth,675,Germany,Male,42,2,9261664,2,1,0,856718,0
5643,15737778,Dickson,782,Spain,Female,41,4,0,1,1,0,13294388,0
5644,15782096,Volkova,616,Spain,Female,36,6,0,1,1,1,1291632,1
5645,15783522,Mitchell,738,Spain,Female,37,8,10056594,1,1,1,12879986,0
5646,15785373,Wong,717,Spain,Female,42,5,19030578,1,1,0,993478,1
5647,15756272,James,526,Germany,Female,35,9,1185364,1,1,0,4098087,1
5648,15615245,Shao,660,France,Male,19,5,12764964,1,1,1,4036865,0
5649,15600174,Walton,525,France,Male,35,7,16535877,1,0,1,9473854,0
5650,15752956,Stanley,629,Spain,Male,29,6,0,2,1,1,888428,0
5651,15644882,Watson,616,Germany,Female,36,10,7824953,1,1,0,13693491,0
5652,15766272,Folliero,521,Germany,Female,61,0,12519396,1,1,1,10935653,0
5653,15800620,Fitzgerald,691,France,Female,29,9,0,2,0,0,19963593,0
5654,15569764,Garner,687,Germany,Female,41,2,15400721,1,1,0,15840823,0
5655,15747458,Folliero,677,Spain,Female,43,3,13321488,2,1,1,9593684,0
5656,15573171,Liao,695,Spain,Male,63,1,14620293,1,1,1,12668883,1
5657,15736769,Lucchesi,663,France,Female,27,9,0,2,1,0,15085029,0
5658,15763381,Chan,496,France,Male,30,0,9096349,1,0,1,27802,0
5659,15814430,Ma,747,Spain,Male,41,9,0,1,1,0,3243094,1
5660,15638607,Nwabugwu,546,France,Female,52,2,0,1,1,0,13733237,1
5661,15737133,P'eng,706,Spain,Male,68,4,11438685,1,1,1,2860168,0
5662,15613945,Andrews,472,France,Female,26,5,0,2,1,0,10841166,0
5663,15659937,Otutodilinna,703,France,Female,40,7,0,2,0,1,1225185,0
5664,15765287,Grant,850,France,Female,38,2,0,2,1,0,901507,0
5665,15661723,Abramovich,667,Spain,Male,71,4,13726078,1,0,1,9443308,1
5666,15766064,Komarova,559,France,Male,33,9,11106005,2,1,0,11037184,0
5667,15649616,Otutodilichukwu,636,Spain,Male,60,7,12444773,1,1,1,14136462,1
5668,15719017,Donaldson,672,France,Female,34,8,0,2,1,1,1624525,0
5669,15720919,Duggan,667,France,Male,42,7,0,1,0,1,10834894,1
5670,15706706,Chinwendu,648,Germany,Male,33,7,13531041,2,0,1,1716682,0
5671,15709653,Hamilton,497,France,Male,32,8,0,2,1,0,6736442,0
5672,15805104,Smith,743,France,Female,73,6,0,2,0,1,10786738,0
5673,15622442,Mazzi,619,France,Male,29,5,0,2,1,0,1943101,0
5674,15572801,Krischock,639,Spain,Male,34,5,13939319,2,0,0,3395008,0
5675,15767598,Kent,540,Spain,Male,28,8,0,2,0,0,19758832,0
5676,15757897,Binder,766,France,Female,26,3,1042588,1,1,1,42823,0
5677,15568104,Zubarev,749,France,Female,26,6,0,2,0,1,3494877,0
5678,15763414,Degtyarev,655,Germany,Male,32,9,11344701,1,1,0,820843,0
5679,15732265,Obialo,630,France,Male,33,9,0,2,1,0,6480459,0
5680,15621974,Davydova,778,Germany,Female,33,4,11106373,2,1,0,8355665,0
5681,15803947,Teng,757,Germany,Female,30,6,16137802,1,0,0,7192628,1
5682,15720706,Hsing,529,Spain,Female,39,2,8276643,1,1,1,12292544,0
5683,15759290,Coleman,620,Spain,Male,29,9,0,2,1,0,1313388,0
5684,15651664,Wilder,615,France,Female,61,1,1042677,1,1,0,6284564,1
5685,15795132,Molineux,735,France,Female,25,3,917188,1,0,0,2841123,0
5686,15811565,Cocci,705,Spain,Female,47,3,634887,1,0,1,2864092,1
5687,15713774,Chikwendu,644,Spain,Female,46,6,1245919,1,0,0,15678734,1
5688,15691840,Fraser,505,Germany,Female,37,6,1598639,2,0,1,12530787,0
5689,15682021,Lai,471,Germany,Male,23,6,10459255,2,1,0,13173623,0
5690,15612931,Korovin,722,Spain,Female,50,4,13208859,1,1,1,12826214,0
5691,15676707,Sidorov,577,Spain,Female,39,4,0,2,1,0,9136642,0
5692,15601383,Ibrahimova,744,Spain,Male,44,5,12065468,1,1,0,8229081,0
5693,15662662,Duigan,573,France,Female,30,6,0,2,1,0,6619021,0
5694,15752694,Taylor,653,France,Female,32,4,8377295,1,0,1,2392065,0
5695,15590683,Donaldson,660,France,Female,31,6,17232567,1,0,1,4543838,0
5696,15773591,Jobson,787,France,Male,46,7,11768531,2,1,1,9336035,0
5697,15723620,Lu,617,France,Male,41,7,0,2,0,1,1449667,0
5698,15671779,Nebechi,567,France,Male,39,5,0,2,0,0,16852172,0
5699,15672966,Cross,682,Spain,Female,64,9,0,2,1,1,10331844,0
5700,15624667,Wallace,684,France,Male,35,6,1358715,1,1,1,8721941,0
5701,15812888,Perreault,447,France,Male,41,3,0,4,1,1,19749039,1
5702,15724154,Manna,625,Germany,Female,49,4,12850476,1,1,0,12681263,1
5703,15749540,Hsiung,585,France,Male,36,7,0,2,1,0,9428309,0
5704,15621063,Gibbons,516,France,Female,42,8,5622825,1,1,0,4685752,0
5705,15661626,Algeranoff,732,Germany,Female,45,6,987924,1,1,0,814917,1
5706,15698703,Doherty,628,Germany,Male,40,5,18176832,2,1,1,12910797,0
5707,15801431,Rowe,682,Spain,Female,48,9,10119801,1,1,1,497329,0
5708,15649451,Yates,746,France,Male,25,9,0,2,0,1,8872847,0
5709,15626156,Galloway,655,France,Female,60,3,0,2,1,1,8698145,0
5710,15606158,Genovese,644,France,Female,39,9,0,1,1,0,374093,0
5711,15589496,Arrington,778,France,Male,34,5,13906406,2,0,0,6794932,0
5712,15730345,Miah,617,France,Female,35,2,1045081,1,1,1,14763646,0
5713,15572038,Chijindum,660,Germany,Male,35,9,11394858,1,1,0,18889196,1
5714,15643439,Ferguson,537,France,Male,47,10,0,2,0,1,2548262,0
5715,15604158,Smith,554,France,Female,39,10,0,2,1,1,1839193,0
5716,15657396,Marshall,806,France,Male,31,9,0,2,0,1,14016836,0
5717,15709478,P'an,611,Germany,Male,37,1,11752472,2,0,1,16106429,0
5718,15628824,Burton,665,France,Female,37,5,16038982,1,0,1,18354208,0
5719,15814519,Kamdibe,648,France,Female,37,7,0,2,1,0,19423892,0
5720,15636520,Milani,692,France,Male,27,1,12554753,1,0,0,790046,0
5721,15794414,Forbes,507,Spain,Male,46,6,9278368,1,1,1,5142429,0
5722,15643671,Chiekwugo,696,Germany,Male,49,5,9703622,2,1,0,15245084,1
5723,15700650,Cousens,681,France,Male,34,3,0,2,0,0,558162,0
5724,15680224,Ross,687,France,Female,26,6,0,2,1,1,3290913,0
5725,15784286,Wood,641,Spain,Male,40,5,10214513,1,1,1,10063707,0
5726,15693996,Hawks,507,France,Female,33,1,11345266,1,0,0,14291199,0
5727,15764343,T'ien,688,Spain,Female,46,8,15568172,1,1,0,2628721,0
5728,15704168,Ting,535,Germany,Male,38,8,12747524,1,0,0,6077576,1
5729,15680197,Thynne,701,France,Male,41,10,0,2,1,1,14625777,0
5730,15633729,Wang,488,France,Male,43,10,11275113,1,1,1,28332,0
5731,15577683,Maclean,539,France,Female,29,4,0,2,1,1,10091919,0
5732,15800746,Watson,674,France,Male,45,7,14488918,1,1,1,1025919,1
5733,15788686,Gibson,538,Spain,Male,40,8,0,2,1,1,255544,0
5734,15742798,French,829,France,Female,22,7,15012644,1,1,0,15210793,1
5735,15596647,Henderson,768,France,Male,54,8,6971274,1,1,1,6938105,0
5736,15756070,Greenwood,585,Spain,Female,44,4,0,2,0,1,10172846,0
5737,15775116,Anderson,581,France,Male,31,3,0,2,0,0,8904061,0
5738,15575428,Mistry,682,Germany,Female,35,2,11743892,2,1,1,1691098,0
5739,15654074,Tuan,653,France,Male,38,8,11931575,1,1,0,15046835,0
5740,15695872,Fiorentini,712,France,Female,30,1,8957159,1,1,1,17761319,0
5741,15568885,Scott,620,Germany,Female,34,8,10225157,1,1,0,12067209,0
5742,15725036,Jideofor,709,France,Male,42,9,11854671,1,0,1,7714285,0
5743,15632665,Yevseyev,832,France,Male,61,2,0,1,0,1,12780466,1
5744,15571476,Kelly,635,Spain,Male,38,0,10325714,1,0,0,15834463,0
5745,15776850,Smith,749,Spain,Female,43,1,12420902,1,1,1,16717948,0
5746,15623649,Ogle,629,Spain,Male,32,3,0,2,1,1,1540464,0
5747,15751131,Moss,836,Spain,Female,41,7,15030284,1,1,1,15603619,0
5748,15688128,Loggia,542,Spain,Male,34,8,10865393,1,0,1,14472514,0
5749,15678412,Nwankwo,645,France,Female,45,8,8532593,1,0,0,2255874,0
5750,15770291,Allan,844,France,Female,29,8,0,2,0,0,14734203,0
5751,15583392,Woronoff,747,Germany,Male,37,9,13577636,3,1,0,8547045,1
5752,15690731,Wolfe,645,France,Male,40,6,13141124,1,1,1,19465611,0
5753,15697948,Henderson,752,Spain,Female,36,3,0,2,1,1,485051,0
5754,15608328,Sutherland,760,Spain,Female,41,6,0,2,0,0,10149123,0
5755,15766378,Marsden,714,Germany,Female,45,9,10643197,2,1,1,16411769,0
5756,15600813,Hyde,717,France,Male,50,9,9030576,1,1,1,12462657,0
5757,15706217,Kao,645,Germany,Male,28,7,11746603,2,1,1,3449006,0
5758,15601417,T'ang,681,France,Male,32,3,14888447,2,1,1,9096737,0
5759,15610972,Crawford,681,Germany,Female,44,4,9111576,2,0,0,2420884,1
5760,15674620,Dilibe,679,Germany,Female,37,8,7737387,2,0,1,17487309,0
5761,15785350,Austin,528,Spain,Male,23,7,10474489,1,1,0,17026297,0
5762,15749119,Santiago,710,France,Female,31,3,0,2,1,1,11228906,0
5763,15756535,Chibugo,733,Germany,Male,39,5,9153851,1,1,1,93783,0
5764,15700965,Toscano,724,France,Female,32,6,0,2,1,1,15002679,0
5765,15791851,Afanasyeva,726,France,Female,34,0,18573475,1,1,1,10203682,0
5766,15717156,Sokolov,520,France,Male,30,3,14339654,2,1,1,89851,0
5767,15740846,Wei,556,France,Male,40,5,12590985,1,1,1,951244,0
5768,15573284,Olisanugo,579,France,Female,45,2,0,2,0,0,1151439,0
5769,15729083,Gorman,674,France,Male,36,2,1545257,1,0,1,2746872,0
5770,15611612,Priestley,570,France,Female,29,0,0,1,1,0,3709243,0
5771,15694381,Lloyd,631,France,Male,51,8,1006548,1,1,0,1715879,0
5772,15651737,Salmond,623,Spain,Male,44,1,8332577,1,0,1,8082878,0
5773,15663168,MacDonald,665,France,Male,35,8,11093454,1,1,0,16928799,0
5774,15643426,Robertson,523,Spain,Female,36,8,11368054,1,0,0,1319744,0
5775,15618245,Chukwumaobim,706,Germany,Male,31,1,11702008,2,1,0,5443953,0
5776,15717527,Ifeanacho,619,France,Female,49,9,14535999,1,1,0,3818685,0
5777,15793478,Li Fonti,593,Germany,Female,39,8,15139168,1,1,0,272746,1
5778,15642248,Ko,608,Spain,Male,66,8,12393535,1,1,1,6575819,0
5779,15640377,Goloubev,526,France,Female,36,0,0,2,1,0,9776763,0
5780,15723950,Kruglov,684,Spain,Male,40,2,7029102,1,1,1,11546884,1
5781,15590327,Liao,604,Germany,Female,42,10,16603145,1,1,0,9829314,0
5782,15706199,White,636,Germany,Male,36,6,9664332,1,0,0,18205928,0
5783,15671514,Sinclair,669,Spain,Female,33,8,0,2,0,1,12853805,0
5784,15727041,Fiorentini,624,France,Male,71,7,0,2,1,1,10884183,0
5785,15738063,Shen,631,France,Male,29,2,0,2,1,1,1858184,0
5786,15711733,Rapuokwu,753,France,Male,48,4,0,2,0,1,14682142,0
5787,15652320,Woronoff,588,France,Male,40,5,0,2,0,0,10072768,0
5788,15634180,Holden,729,Germany,Male,26,4,972681,2,1,0,3935638,0
5789,15694566,Roberts,602,France,Female,42,10,0,2,0,0,16992111,1
5790,15726103,Tsou,689,Germany,Female,55,1,7629681,1,1,0,4236475,1
5791,15646351,Somerville,486,Spain,Male,27,7,0,2,1,0,2882304,0
5792,15730044,Greco,809,Germany,Female,42,6,6449794,3,0,1,18243681,1
5793,15795186,Leonard,562,France,Male,38,5,0,1,1,0,1157002,0
5794,15784890,McKenzie,763,Spain,Female,32,8,0,2,1,0,1672553,0
5795,15694125,McElhone,669,France,Male,57,5,0,2,1,1,5687576,0
5796,15565891,Dipietro,709,France,Male,39,8,0,2,1,0,5621409,0
5797,15674254,Kerr,554,Spain,Female,45,4,0,2,1,1,19341205,0
5798,15775206,Hunter,699,France,Male,37,10,0,2,0,0,8326304,0
5799,15797627,Niehaus,732,Spain,Male,54,0,1342497,1,0,1,134044,0
5800,15649853,Craig,625,France,Female,45,3,0,1,1,1,18447415,1
5801,15610379,Barclay-Harvey,599,France,Male,30,9,10544368,1,1,1,12112453,0
5802,15659800,Teng,584,Spain,Female,50,1,0,1,0,1,15256775,1
5803,15716236,Milani,499,France,Male,35,10,0,2,1,0,1072254,0
5804,15672053,Mistry,526,Spain,Male,38,2,0,2,0,0,5801098,0
5805,15663933,Jamieson,625,Germany,Female,35,5,8614746,2,1,0,1634408,1
5806,15814236,Kay,537,Spain,Female,38,1,9693906,1,1,1,10260692,0
5807,15583597,Ikedinachukwu,696,Spain,Male,47,1,1067586,1,1,1,8059118,0
5808,15607395,Holt,679,France,Female,33,9,11252865,2,1,0,17736245,0
5809,15694556,Nkemakolam,684,France,Male,60,2,11656358,1,1,0,1202577,1
5810,15744109,Hartung,850,France,Male,32,4,0,1,1,1,18062202,0
5811,15800688,Ch'en,495,Spain,Female,42,7,0,2,0,0,13040453,0
5812,15810878,Baker,537,Spain,Female,38,6,14178678,1,0,1,14779754,0
5813,15587835,Osinachi,850,France,Male,41,3,13641682,1,0,1,5784426,0
5814,15763515,Shih,513,France,Male,30,5,0,2,1,0,16252366,0
5815,15725882,Feng,618,Germany,Female,40,1,13324552,2,1,1,5449582,0
5816,15788022,Sternberg,802,Germany,Female,41,4,9075764,2,0,1,16918366,0
5817,15663917,Adams,547,France,Male,43,1,9235036,1,0,1,8026291,0
5818,15656865,Gray,613,Germany,Male,69,9,7877849,1,0,1,875159,0
5819,15667971,Shepherd,592,Germany,Female,34,6,10214393,2,1,1,10262898,0
5820,15800366,Walton,546,France,Male,29,5,0,1,1,1,9482395,0
5821,15717231,Yang,721,Germany,Male,37,4,984596,1,0,0,9082166,0
5822,15643188,Barnett,671,Germany,Female,47,7,11460376,2,1,0,15319432,1
5823,15671351,Romani,624,Spain,Male,35,2,0,2,1,0,8731059,0
5824,15573628,Greene,751,Germany,Female,51,7,14807479,1,1,0,14641141,1
5825,15698953,Hart,636,Spain,Male,36,1,0,3,1,1,740481,1
5826,15753888,Johnston,607,Spain,Female,62,8,10800464,1,1,1,2338677,1
5827,15737961,Miller,509,Germany,Female,29,0,10771257,2,1,1,9289817,0
5828,15801701,Robson,653,Spain,Male,35,9,0,2,1,1,4595605,0
5829,15684419,Wallace,709,Spain,Female,37,8,0,3,1,0,7173856,0
